start_time,time,mode,voltage_charger,temperature_battery,voltage_load,current_load,temperature_mosfet,temperature_resistor,mission_type
2022-07-19 12:52:00,0.0,0.0,0.0,0.0,,,,,
2022-07-19 12:52:00,92.254,0.0,8.253,22.484,,,,,
2022-07-19 12:52:00,184.563,0.0,8.254,22.469,,,,,
2022-07-19 12:52:00,277.053,0.0,8.253,22.446,,,,,
2022-07-19 12:52:00,371.215,-1.0,7.69,23.101,8.141,2.523,24.24,22.34,0.0
2022-07-19 12:52:00,465.488,-1.0,7.594,23.374,8.049,2.521,24.73,22.45,0.0
2022-07-19 12:52:00,561.167,-1.0,7.548,23.57,8.004,2.521,24.79,22.48,0.0
2022-07-19 12:52:00,655.7090000000001,-1.0,7.517,23.774,7.974,2.523,24.72,22.46,0.0
2022-07-19 12:52:00,750.263,-1.0,7.489,23.971,7.949,2.521,24.72,22.43,0.0
2022-07-19 12:52:00,844.801,-1.0,7.462,24.179,7.921,2.523,24.73,22.45,0.0
2022-07-19 12:52:00,939.334,-1.0,7.425,24.388,7.886,2.523,24.74,22.43,0.0
2022-07-19 12:52:00,1033.883,-1.0,7.374,24.566,7.837,2.523,24.77,22.47,0.0
2022-07-19 12:52:00,1128.489,-1.0,7.309,24.72,7.775,2.521,24.73,22.48,0.0
2022-07-19 12:52:00,1223.033,-1.0,7.242,24.868,7.71,2.521,24.74,22.5,0.0
2022-07-19 12:52:00,1317.571,-1.0,7.181,24.976,7.652,2.521,24.7,22.52,0.0
2022-07-19 12:52:00,1412.211,-1.0,7.131,25.066,7.604,2.521,24.76,22.58,0.0
2022-07-19 12:52:00,1506.792,-1.0,7.087,25.12,7.562,2.523,24.67,22.55,0.0
2022-07-19 12:52:00,1601.387,-1.0,7.044,25.194,7.52,2.523,24.7,22.58,0.0
2022-07-19 12:52:00,1697.363,-1.0,6.995,25.35,7.473,2.521,24.72,22.64,0.0
2022-07-19 12:52:00,1791.9550000000002,-1.0,6.944,25.33,7.424,2.521,24.6,22.51,0.0
2022-07-19 12:52:00,1886.546,-1.0,6.89,25.412,7.372,2.521,24.64,22.54,0.0
2022-07-19 12:52:00,1981.729,-1.0,6.833,25.462,7.318,2.521,24.57,22.45,0.0
2022-07-19 12:52:00,2077.081,-1.0,6.775,25.478,7.262,2.521,24.53,22.45,0.0
2022-07-19 12:52:00,2172.394,-1.0,6.716,25.509,7.205,2.521,24.43,22.41,0.0
2022-07-19 12:52:00,2268.382,-1.0,6.659,25.49,7.151,2.523,24.49,22.46,0.0
2022-07-19 12:52:00,2364.4700000000003,-1.0,6.607,25.607,7.101,2.521,24.5,22.43,0.0
2022-07-19 12:52:00,2460.534,-1.0,6.56,25.614,7.055,2.52,24.47,22.44,0.0
2022-07-19 12:52:00,2556.684,-1.0,6.514,25.681,7.011,2.521,24.38,22.44,0.0
2022-07-19 12:52:00,2652.762,-1.0,6.47,25.825,6.969,2.523,24.41,22.43,0.0
2022-07-19 12:52:00,2748.909,-1.0,6.426,26.02,6.927,2.521,24.45,22.47,0.0
2022-07-19 12:52:00,2845.048,-1.0,6.381,26.161,6.884,2.521,24.41,22.48,0.0
2022-07-19 12:52:00,2941.328,-1.0,6.336,26.31,6.84,2.523,24.43,22.43,0.0
2022-07-19 12:52:00,3038.706,-1.0,6.291,26.412,6.797,2.521,24.37,22.41,0.0
2022-07-19 12:52:00,3134.821,-1.0,6.245,26.494,6.753,2.521,24.36,22.43,0.0
2022-07-19 12:52:00,3230.929,-1.0,6.198,26.628,6.708,2.521,24.33,22.46,0.0
2022-07-19 12:52:00,3327.239,-1.0,6.144,26.789,6.656,2.521,24.37,22.44,0.0
2022-07-19 12:52:00,3423.38,-1.0,6.075,26.962,6.59,2.521,24.34,22.43,0.0
2022-07-19 12:52:00,3519.52,-1.0,5.983,27.171,6.501,2.521,24.29,22.45,0.0
2022-07-19 12:52:00,3614.777,-1.0,5.846,27.479,6.369,2.521,24.29,22.45,0.0
2022-07-19 12:52:00,3708.253,-1.0,5.587,27.86,6.12,2.521,24.31,22.54,0.0
2022-07-19 12:52:00,3801.986,-1.0,4.408,28.96,4.985,2.521,24.13,22.58,0.0
2022-07-19 12:52:00,3895.296,0.0,5.8,28.496,,,,,
2022-07-19 12:52:00,3989.769,0.0,5.853,27.864,,,,,
2022-07-19 12:52:00,4084.234,0.0,5.874,27.211,,,,,
2022-07-19 12:52:00,4178.771,0.0,5.886,26.679,,,,,
2022-07-19 12:52:00,4273.256,0.0,5.896,26.251,,,,,
2022-07-20 13:21:00,4362.817,0.0,6.442,22.171,,,,,
2022-07-20 13:21:00,4455.723,0.0,6.442,22.106,,,,,
2022-07-20 13:21:00,4548.594,0.0,6.442,22.152,,,,,
2022-07-20 13:21:00,4642.276000000001,0.0,6.443,22.163,,,,,
2022-07-20 13:21:00,4736.685,1.0,7.038,22.5,,,,,
2022-07-20 13:21:00,4831.085,1.0,7.11,22.982,,,,,
2022-07-20 13:21:00,4926.539000000001,1.0,7.176,23.708,,,,,
2022-07-20 13:21:00,5021.58,1.0,7.235,24.229,,,,,
2022-07-20 13:21:00,5116.397000000001,1.0,7.291,25.031,,,,,
2022-07-20 13:21:00,5211.126,1.0,7.335,25.276,,,,,
2022-07-20 13:21:00,5305.790000000001,1.0,7.371,25.688,,,,,
2022-07-20 13:21:00,5400.4800000000005,1.0,7.409,26.22,,,,,
2022-07-20 13:21:00,5495.219000000001,1.0,7.451,26.271,,,,,
2022-07-20 13:21:00,5589.926,1.0,7.494,26.687,,,,,
2022-07-20 13:21:00,5684.678000000001,1.0,7.536,26.887,,,,,
2022-07-20 13:21:00,5779.39,1.0,7.58,27.238,,,,,
2022-07-20 13:21:00,5874.1,1.0,7.628,27.499,,,,,
2022-07-20 13:21:00,5968.862000000001,1.0,7.682,27.84,,,,,
2022-07-20 13:21:00,6063.603000000001,1.0,7.742,28.197,,,,,
2022-07-20 13:21:00,6158.308000000001,1.0,7.803,28.516,,,,,
2022-07-20 13:21:00,6253.086,1.0,7.863,28.716,,,,,
2022-07-20 13:21:00,6349.110000000001,1.0,7.922,28.724,,,,,
2022-07-20 13:21:00,6443.848,1.0,7.978,28.984,,,,,
2022-07-20 13:21:00,6538.643,1.0,8.029,29.261,,,,,
2022-07-20 13:21:00,6633.372,1.0,8.081,29.129,,,,,
2022-07-20 13:21:00,6728.150000000001,1.0,8.14,29.278,,,,,
2022-07-20 13:21:00,6822.885,1.0,8.213,29.422,,,,,
2022-07-20 13:21:00,6917.618,1.0,8.293,29.455,,,,,
2022-07-20 13:21:00,7012.404,1.0,8.366,29.555,,,,,
2022-07-20 13:21:00,7107.166000000001,1.0,8.415,29.664,,,,,
2022-07-20 13:21:00,7201.915000000001,1.0,8.448,29.785,,,,,
2022-07-20 13:21:00,7296.707,1.0,8.477,29.992,,,,,
2022-07-20 13:21:00,7391.438,1.0,8.504,29.943,,,,,
2022-07-20 13:21:00,7487.285,1.0,8.544,30.061,,,,,
2022-07-20 13:21:00,7582.105,1.0,8.601,29.915,,,,,
2022-07-22 10:42:00,7675.946,0.0,8.36,22.902,,,,,
2022-07-22 10:42:00,7768.888,0.0,8.36,22.902,,,,,
2022-07-22 10:42:00,7861.85,0.0,8.36,22.867,,,,,
2022-07-22 10:42:00,7956.086,0.0,8.36,22.928,,,,,
2022-07-22 10:42:00,8051.291,0.0,8.36,22.913,,,,,
2022-07-22 10:42:00,8147.9,0.0,8.36,22.959,,,,,
2022-07-22 10:42:00,8243.319,0.0,8.356,22.178,,,,,
2022-07-22 10:42:00,8338.652,0.0,8.357,22.251,,,,,
2022-07-22 10:42:00,8434.076000000001,0.0,8.357,22.339,,,,,
2022-07-22 10:42:00,8529.452,0.0,8.357,22.48,,,,,
2022-07-22 10:42:00,8624.808,0.0,8.357,22.607,,,,,
2022-07-22 10:42:00,8721.634,0.0,8.356,22.526,,,,,
2022-07-22 10:42:00,8815.549,-1.0,7.003,31.827,7.042,16.23124268863831,30.76,30.05,1.0
2022-07-22 10:42:00,8911.038,-1.0,6.819,46.267,6.855,16.23552655793171,32.98,31.04,1.0
2022-07-22 10:42:00,9006.449,-1.0,6.55,58.521,6.587,16.23552655793171,32.73,31.21,1.0
2022-07-22 10:42:00,9101.876,-1.0,6.26,68.807,6.284,16.238380962182937,32.03,31.49,1.0
2022-07-22 10:42:00,9197.363,-1.0,6.026,77.258,6.044,16.286009436597926,31.35,31.53,1.0
2022-07-22 10:42:00,9292.828,-1.0,5.59,85.556,5.58,16.288841837523588,30.66,31.74,1.0
2022-07-22 10:42:00,9386.863,0.0,5.875,80.472,,,,,
2022-07-22 10:42:00,9482.292,0.0,5.911,72.686,,,,,
2022-07-22 10:42:00,9577.804,0.0,5.936,66.76,,,,,
2022-07-22 10:42:00,9673.323,0.0,5.955,61.986,,,,,
2022-07-22 10:42:00,9768.772,0.0,5.969,58.422,,,,,
2022-07-22 10:42:00,9862.878,0.0,5.98,53.716,,,,,
2022-07-22 10:42:00,9958.485,1.0,6.463,50.715,,,,,
2022-07-22 10:42:00,10055.288,1.0,6.835,47.527,,,,,
2022-07-22 10:42:00,10150.795,1.0,6.928,45.117,,,,,
2022-07-22 10:42:00,10246.295,1.0,7.001,42.644,,,,,
2022-07-22 10:42:00,10340.524,1.0,7.071,41.008,,,,,
2022-07-22 10:42:00,10436.032,1.0,7.144,39.662,,,,,
2022-07-22 10:42:00,10531.539,1.0,7.209,38.079,,,,,
2022-07-22 10:42:00,10627.068,1.0,7.259,36.409,,,,,
2022-07-22 10:42:00,10722.614,1.0,7.304,35.708,,,,,
2022-07-22 10:42:00,10815.834,1.0,7.35,34.808,,,,,
2022-07-22 10:42:00,10910.576,1.0,7.401,34.249,,,,,
2022-07-22 10:42:00,11005.317,1.0,7.451,33.854,,,,,
2022-07-22 10:42:00,11100.045,1.0,7.5,33.365,,,,,
2022-07-22 10:42:00,11195.221,1.0,7.554,32.971,,,,,
2022-07-22 10:42:00,11289.239,1.0,7.611,32.586,,,,,
2022-07-22 10:42:00,11384.061,1.0,7.674,32.308,,,,,
2022-07-22 10:42:00,11478.972,1.0,7.738,32.125,,,,,
2022-07-22 10:42:00,11574.43,1.0,7.801,31.885,,,,,
2022-07-22 10:42:00,11669.93,1.0,7.861,31.753,,,,,
2022-07-22 10:42:00,11765.47,1.0,7.918,31.304,,,,,
2022-07-22 10:42:00,11860.955000000002,1.0,7.97,31.075,,,,,
2022-07-22 10:42:00,11956.437000000002,1.0,8.025,30.956,,,,,
2022-07-22 10:42:00,12052.098000000002,1.0,8.089,30.87,,,,,
2022-07-22 10:42:00,12147.64,1.0,8.168,30.683,,,,,
2022-07-22 10:42:00,12243.178,1.0,8.253,30.597,,,,,
2022-07-22 10:42:00,12338.696,1.0,8.323,30.585,,,,,
2022-07-22 10:42:00,12434.165,1.0,8.367,30.511,,,,,
2022-07-22 10:42:00,12529.741000000002,1.0,8.402,30.442,,,,,
2022-07-22 10:42:00,12625.245,1.0,8.431,30.536,,,,,
2022-07-22 10:42:00,12720.734,1.0,8.465,30.397,,,,,
2022-07-22 10:42:00,12817.576,1.0,8.513,30.377,,,,,
2022-07-22 10:42:00,12913.085,1.0,8.571,29.878,,,,,
2022-07-22 10:42:00,13008.661,1.0,8.629,29.608,,,,,
2022-07-22 10:42:00,13105.137,0.0,8.472,28.828,,,,,
2022-07-22 10:42:00,13201.569,0.0,8.441,28.054,,,,,
2022-07-22 10:42:00,13298.041,0.0,8.425,27.487,,,,,
2022-07-22 10:42:00,13394.558,0.0,8.416,27.002,,,,,
2022-07-22 10:42:00,13491.011,0.0,8.408,26.545,,,,,
2022-07-22 10:42:00,13585.924,0.0,8.405,26.275,,,,,
2022-07-22 10:42:00,13682.188000000002,-1.0,7.015,39.883,7.062,16.24379452920269,31.82,29.66,1.0
2022-07-22 10:42:00,13778.667,-1.0,6.773,53.437,6.804,16.260915055748608,33.02,31.07,1.0
2022-07-22 10:42:00,13875.122,-1.0,6.471,64.487,6.503,16.240936823911056,32.63,31.52,1.0
2022-07-22 10:42:00,13971.558,-1.0,6.188,74.035,6.216,16.262339763022887,31.7,31.56,1.0
2022-07-22 10:42:00,14068.087,-1.0,5.942,82.878,5.961,16.26803548659013,31.21,31.87,1.0
2022-07-22 10:42:00,14164.499,0.0,5.773,88.335,,,,,
2022-07-22 10:42:00,14261.025,0.0,5.85,78.418,,,,,
2022-07-22 10:42:00,14357.504,0.0,5.876,70.502,,,,,
2022-07-22 10:42:00,14453.972000000002,0.0,5.895,65.69,,,,,
2022-07-22 10:42:00,14550.492000000002,0.0,5.91,60.589,,,,,
2022-07-22 10:42:00,14645.469,0.0,5.92,55.615,,,,,
2022-07-22 10:42:00,14742.044000000002,0.0,5.93,52.578,,,,,
2022-07-22 10:42:00,14838.761,1.0,6.636,49.088,,,,,
2022-07-22 10:42:00,14934.832000000002,1.0,6.88,46.577,,,,,
2022-07-22 10:42:00,15031.191,1.0,6.956,43.975,,,,,
2022-07-22 10:42:00,15127.022,1.0,7.027,41.83,,,,,
2022-07-22 10:42:00,15224.375,1.0,7.101,40.447,,,,,
2022-07-22 10:42:00,15321.814000000002,1.0,7.175,39.104,,,,,
2022-07-22 10:42:00,15419.222000000002,1.0,7.234,37.565,,,,,
2022-07-22 10:42:00,15516.771,1.0,7.28,36.295,,,,,
2022-07-22 10:42:00,15615.521,1.0,7.327,35.254,,,,,
2022-07-22 10:42:00,15711.653000000002,1.0,7.377,34.79,,,,,
2022-07-22 10:42:00,15809.144,1.0,7.429,33.977,,,,,
2022-07-22 10:42:00,15906.736,1.0,7.481,33.504,,,,,
2022-07-22 10:42:00,16004.324,1.0,7.534,33.029,,,,,
2022-07-22 10:42:00,16102.044000000002,1.0,7.591,32.824,,,,,
2022-07-22 10:42:00,16198.549,1.0,7.654,32.495,,,,,
2022-07-22 10:42:00,16296.266,1.0,7.72,32.366,,,,,
2022-07-22 10:42:00,16394.195,1.0,7.785,32.038,,,,,
2022-07-22 10:42:00,16492.426,1.0,7.848,31.893,,,,,
2022-07-22 10:42:00,16590.61,1.0,7.907,31.518,,,,,
2022-07-22 10:42:00,16688.851,1.0,7.962,31.457,,,,,
2022-07-22 10:42:00,16787.079,1.0,8.017,31.079,,,,,
2022-07-22 10:42:00,16885.304,1.0,8.081,31.083,,,,,
2022-07-22 10:42:00,16984.936,1.0,8.163,30.952,,,,,
2022-07-22 10:42:00,17083.149,1.0,8.25,30.817,,,,,
2022-07-22 10:42:00,17181.399,1.0,8.324,30.707,,,,,
2022-07-22 10:42:00,17279.656,1.0,8.37,30.609,,,,,
2022-07-22 10:42:00,17377.884,1.0,8.406,30.471,,,,,
2022-07-22 10:42:00,17476.14,1.0,8.436,30.74,,,,,
2022-07-22 10:42:00,17574.382,1.0,8.473,30.646,,,,,
2022-07-22 10:42:00,17672.627,1.0,8.522,30.495,,,,,
2022-07-22 10:42:00,17770.929,1.0,8.581,30.3,,,,,
2022-07-22 10:42:00,17869.687,0.0,8.542,29.668,,,,,
2022-07-22 10:42:00,17969.012,0.0,8.462,28.844,,,,,
2022-07-22 10:42:00,18068.279,0.0,8.433,28.09,,,,,
2022-07-22 10:42:00,18167.603,0.0,8.417,27.456,,,,,
2022-07-22 10:42:00,18266.855,0.0,8.408,27.025,,,,,
2022-07-22 10:42:00,18366.967,0.0,8.401,26.534,,,,,
2022-07-22 10:42:00,18463.952,-1.0,7.319,26.62,7.365,16.244935798496524,23.39,25.64,1.0
2022-07-22 10:42:00,18561.605,-1.0,6.93,45.258,6.979,16.234194062911385,32.51,29.92,1.0
2022-07-22 10:42:00,18659.725,-1.0,6.662,57.46,6.698,16.227740880153533,32.8,31.05,1.0
2022-07-22 10:42:00,18758.955,-1.0,6.348,70.013,6.369,16.25637476076301,31.98,31.56,1.0
2022-07-22 10:42:00,18858.105,-1.0,6.087,79.724,6.106,16.266367683574117,31.19,31.58,1.0
2022-07-22 10:42:00,18957.397,-1.0,5.752,87.517,5.759,16.299803161971276,30.51,31.77,1.0
2022-07-22 10:42:00,19055.078,0.0,5.821,81.051,,,,,
2022-07-22 10:42:00,19154.479,0.0,5.855,73.929,,,,,
2022-07-22 10:42:00,19253.701,0.0,5.876,68.538,,,,,
2022-07-22 10:42:00,19352.952,0.0,5.891,62.367,,,,,
2022-07-22 10:42:00,19452.183,0.0,5.903,56.292,,,,,
2022-07-22 10:42:00,19549.999,0.0,5.912,53.318,,,,,
2022-07-22 10:42:00,19649.161,1.0,6.464,50.152,,,,,
2022-07-22 10:42:00,19748.473,1.0,6.843,47.024,,,,,
2022-07-22 10:42:00,19849.086,1.0,6.936,44.581,,,,,
2022-07-22 10:42:00,19947.7,1.0,7.011,42.236,,,,,
2022-07-22 10:42:00,20046.062,1.0,7.084,40.62,,,,,
2022-07-22 10:42:00,20145.215,1.0,7.16,38.986,,,,,
2022-07-22 10:42:00,20244.476,1.0,7.224,37.752,,,,,
2022-07-22 10:42:00,20343.631,1.0,7.272,36.919,,,,,
2022-07-22 10:42:00,20442.802,1.0,7.319,35.595,,,,,
2022-07-22 10:42:00,20540.374,1.0,7.369,34.615,,,,,
2022-07-22 10:42:00,20639.65,1.0,7.422,33.926,,,,,
2022-07-22 10:42:00,20738.891,1.0,7.474,33.525,,,,,
2022-07-22 10:42:00,20838.134,1.0,7.528,33.126,,,,,
2022-07-22 10:42:00,20937.413,1.0,7.586,32.782,,,,,
2022-07-22 10:42:00,21035.089,1.0,7.649,32.541,,,,,
2022-07-22 10:42:00,21133.743,1.0,7.716,32.192,,,,,
2022-07-22 10:42:00,21233.986,1.0,7.783,31.877,,,,,
2022-07-22 10:42:00,21333.399,1.0,7.847,31.761,,,,,
2022-07-22 10:42:00,21433.252,1.0,7.907,31.596,,,,,
2022-07-22 10:42:00,21533.221,1.0,7.963,31.325,,,,,
2022-07-22 10:42:00,21633.06,1.0,8.019,30.981,,,,,
2022-07-22 10:42:00,21732.927,1.0,8.086,30.842,,,,,
2022-07-22 10:42:00,21832.771,1.0,8.168,30.793,,,,,
2022-07-22 10:42:00,21932.67,1.0,8.257,30.654,,,,,
2022-07-22 10:42:00,22031.546,1.0,8.33,30.691,,,,,
2022-07-22 10:42:00,22128.443,1.0,8.375,30.52,,,,,
2022-07-22 10:42:00,22225.371,1.0,8.411,30.589,,,,,
2022-07-22 10:42:00,22323.546,1.0,8.44,30.454,,,,,
2022-07-22 10:42:00,22421.96,1.0,8.478,30.426,,,,,
2022-07-22 10:42:00,22520.368,1.0,8.528,30.259,,,,,
2022-07-22 10:42:00,22618.976,1.0,8.586,30.052,,,,,
2022-07-22 10:42:00,22718.435,0.0,8.523,29.382,,,,,
2022-07-22 10:42:00,22816.873,0.0,8.452,28.552,,,,,
2022-07-22 10:42:00,22915.271,0.0,8.424,27.983,,,,,
2022-07-22 10:42:00,23013.65,0.0,8.408,27.317,,,,,
2022-07-22 10:42:00,23112.101,0.0,8.399,26.659,,,,,
2022-07-22 10:42:00,23210.495,0.0,8.392,26.146,,,,,
2022-07-22 10:42:00,23308.912,0.0,8.387,25.739,,,,,
2022-07-22 10:42:00,23407.325,0.0,8.383,25.322,,,,,
2022-07-22 10:42:00,23505.697,0.0,8.38,24.953,,,,,
2022-07-22 10:42:00,23604.168,0.0,8.377,24.624,,,,,
