start_time,time,mode,voltage_charger,temperature_battery,voltage_load,current_load,temperature_mosfet,temperature_resistor,mission_type
2022-08-06 13:01:00,0.0,0.0,0.0,0.0,,,,,
2022-08-06 13:01:00,91.807,0.0,8.344,22.871,,,,,
2022-08-06 13:01:00,184.688,0.0,8.344,22.81,,,,,
2022-08-06 13:01:00,277.716,0.0,8.344,22.84,,,,,
2022-08-06 13:01:00,372.076,0.0,8.344,22.836,,,,,
2022-08-06 13:01:00,466.441,0.0,8.344,22.686999999999998,,,,,
2022-08-06 13:01:00,562.186,0.0,8.344,22.649,,,,,
2022-08-06 13:01:00,657.0020000000001,0.0,8.343,22.683000000000003,,,,,
2022-08-06 13:01:00,752.1030000000001,0.0,8.343,22.641,,,,,
2022-08-06 13:01:00,847.217,0.0,8.343,22.611,,,,,
2022-08-06 13:01:00,942.307,0.0,8.343,22.645,,,,,
2022-08-06 13:01:00,1035.871,0.0,8.344,22.557,,,,,
2022-08-06 13:01:00,1130.913,-1.0,8.015,23.081999999999997,8.279,2.519,25.68,25.27,0.0
2022-08-06 13:01:00,1226.012,-1.0,7.949,23.328000000000003,8.21,2.52,25.3,23.55,0.0
2022-08-06 13:01:00,1321.101,-1.0,7.915,23.489,8.175,2.519,25.26,23.06,0.0
2022-08-06 13:01:00,1416.256,-1.0,7.888,23.546999999999997,8.148,2.52,25.08,22.86,0.0
2022-08-06 13:01:00,1511.344,-1.0,7.862999999999999,23.643,8.122,2.519,24.96,22.73,0.0
2022-08-06 13:01:00,1606.444,-1.0,7.834,23.809,8.091000000000001,2.52,24.85,22.62,0.0
2022-08-06 13:01:00,1701.56,-1.0,7.796,23.924,8.051,2.519,24.77,22.51,0.0
2022-08-06 13:01:00,1796.701,-1.0,7.742000000000001,24.005,7.995,2.519,24.7,22.51,0.0
2022-08-06 13:01:00,1891.848,-1.0,7.678,24.214000000000002,7.928999999999999,2.519,24.69,22.48,0.0
2022-08-06 13:01:00,1986.991,-1.0,7.616,24.248,7.866,2.519,24.64,22.5,0.0
2022-08-06 13:01:00,2082.1,-1.0,7.564,24.214000000000002,7.812,2.519,24.51,22.39,0.0
2022-08-06 13:01:00,2178.602,-1.0,7.52,24.287,7.766,2.519,24.57,22.4,0.0
2022-08-06 13:01:00,2273.7580000000003,-1.0,7.479,24.318,7.725,2.519,24.48,22.36,0.0
2022-08-06 13:01:00,2368.863,-1.0,7.436,24.322,7.681,2.519,24.51,22.37,0.0
2022-08-06 13:01:00,2463.989,-1.0,7.39,24.421999999999997,7.632999999999999,2.519,24.5,22.25,0.0
2022-08-06 13:01:00,2559.165,-1.0,7.34,24.415,7.581,2.519,24.42,22.31,0.0
2022-08-06 13:01:00,2654.269,-1.0,7.287999999999999,24.476999999999997,7.527,2.519,24.36,22.29,0.0
2022-08-06 13:01:00,2749.435,-1.0,7.234,24.523000000000003,7.472,2.517,24.33,22.19,0.0
2022-08-06 13:01:00,2844.599,-1.0,7.178999999999999,24.465,7.415,2.519,24.35,22.24,0.0
2022-08-06 13:01:00,2939.739,-1.0,7.125,24.496,7.36,2.519,24.23,22.24,0.0
2022-08-06 13:01:00,3034.925,-1.0,7.074,24.519000000000002,7.308,2.519,24.17,22.23,0.0
2022-08-06 13:01:00,3130.189,-1.0,7.028,24.604,7.258999999999999,2.519,24.26,22.25,0.0
2022-08-06 13:01:00,3225.357,-1.0,6.984,24.624000000000002,7.215,2.519,24.18,22.23,0.0
2022-08-06 13:01:00,3320.545,-1.0,6.942,24.647,7.172000000000001,2.519,24.18,22.21,0.0
2022-08-06 13:01:00,3415.67,-1.0,6.901,24.763,7.13,2.52,24.19,22.2,0.0
2022-08-06 13:01:00,3511.99,-1.0,6.86,24.872,7.087000000000001,2.52,24.09,22.2,0.0
2022-08-06 13:01:00,3606.948,-1.0,6.818,25.066,7.045,2.519,24.13,22.14,0.0
2022-08-06 13:01:00,3700.673,-1.0,6.777,25.151,7.002000000000001,2.519,24.09,22.17,0.0
2022-08-06 13:01:00,3794.632,-1.0,6.735,25.233,6.959,2.519,24.12,22.24,0.0
2022-08-06 13:01:00,3889.387,-1.0,6.691,25.357,6.915,2.519,24.21,22.19,0.0
2022-08-06 13:01:00,3984.603,-1.0,6.645,25.486,6.8660000000000005,2.519,24.12,22.22,0.0
2022-08-06 13:01:00,4079.784,-1.0,6.587999999999999,25.494,6.808,2.52,24.16,22.19,0.0
2022-08-06 13:01:00,4175.069,-1.0,6.515,25.724,6.734,2.519,24.09,22.22,0.0
2022-08-06 13:01:00,4270.268999999999,-1.0,6.415,25.962,6.631,2.519,24.13,22.24,0.0
2022-08-06 13:01:00,4365.522,-1.0,6.255,26.259,6.4670000000000005,2.519,24.09,22.24,0.0
2022-08-06 13:01:00,4460.739,-1.0,5.811,27.002,6.011,2.52,24.02,22.3,0.0
2022-08-06 13:01:00,4554.389999999999,0.0,6.004,27.906999999999996,,,,,
2022-08-06 13:01:00,4649.754999999999,0.0,6.149,27.14,,,,,
2022-08-06 13:01:00,4745.151999999999,0.0,6.183,26.534000000000002,,,,,
2022-08-06 13:01:00,4841.923,0.0,6.199,25.962,,,,,
2022-08-06 13:01:00,4937.548,0.0,6.21,25.533,,,,,
2022-08-06 13:01:00,5033.569,0.0,6.2170000000000005,25.058000000000003,,,,,
2022-08-06 13:01:00,5129.691,1.0,6.483,24.934,,,,,
2022-08-06 13:01:00,5224.669999999999,1.0,6.925,24.79,,,,,
2022-08-06 13:01:00,5321.441,1.0,7.009,25.011,,,,,
2022-08-06 13:01:00,5418.215999999999,1.0,7.084,25.299,,,,,
2022-08-06 13:01:00,5515.031,1.0,7.15,25.544,,,,,
2022-08-06 13:01:00,5611.776999999999,1.0,7.212000000000001,25.77,,,,,
2022-08-06 13:01:00,5708.551,1.0,7.261,26.009,,,,,
2022-08-06 13:01:00,5805.347,1.0,7.303999999999999,26.180999999999997,,,,,
2022-08-06 13:01:00,5902.133,1.0,7.35,26.396,,,,,
2022-08-06 13:01:00,5998.955999999999,1.0,7.397,26.592,,,,,
2022-08-06 13:01:00,6095.748,1.0,7.444,26.809,,,,,
2022-08-06 13:01:00,6192.536999999999,1.0,7.49,27.108,,,,,
2022-08-06 13:01:00,6290.722,1.0,7.539,27.261999999999997,,,,,
2022-08-06 13:01:00,6387.523999999999,1.0,7.593,27.601999999999997,,,,,
2022-08-06 13:01:00,6484.312,1.0,7.653,27.749000000000002,,,,,
2022-08-06 13:01:00,6581.11,1.0,7.717,27.927,,,,,
2022-08-06 13:01:00,6677.923,1.0,7.78,28.041999999999998,,,,,
2022-08-06 13:01:00,6774.746999999999,1.0,7.841,28.193,,,,,
2022-08-06 13:01:00,6871.563999999999,1.0,7.899,28.237,,,,,
2022-08-06 13:01:00,6968.404,1.0,7.954,28.313000000000002,,,,,
2022-08-06 13:01:00,7065.206999999999,1.0,8.007,28.504,,,,,
2022-08-06 13:01:00,7162.192999999999,1.0,8.065,28.584,,,,,
2022-08-06 13:01:00,7256.919,1.0,8.137,28.572,,,,,
2022-08-06 13:01:00,7351.413,1.0,8.217,28.68,,,,,
2022-08-06 13:01:00,7446.264999999999,1.0,8.293,28.628,,,,,
2022-08-06 13:01:00,7542.115,1.0,8.347000000000001,28.744,,,,,
2022-08-06 13:01:00,7639.331999999999,1.0,8.383,28.784000000000002,,,,,
2022-08-06 13:01:00,7735.175999999999,1.0,8.414,28.968000000000004,,,,,
2022-08-06 13:01:00,7831.035999999999,1.0,8.442,28.991999999999997,,,,,
2022-08-06 13:01:00,7926.882,1.0,8.482999999999999,29.065,,,,,
2022-08-06 13:01:00,8022.806,1.0,8.541,28.92,,,,,
2022-08-06 13:01:00,8118.696,1.0,8.609,28.548000000000002,,,,,
2022-08-06 13:01:00,8214.562,0.0,8.504,27.82,,,,,
2022-08-06 13:01:00,8310.484,0.0,8.474,27.316999999999997,,,,,
2022-08-06 13:01:00,8406.356,0.0,8.459,26.671,,,,,
2022-08-06 13:01:00,8502.28,0.0,8.451,26.118000000000002,,,,,
2022-08-06 13:01:00,8598.173,0.0,8.446,25.730999999999998,,,,,
2022-08-06 13:01:00,8694.027,0.0,8.442,25.299,,,,,
2022-08-06 13:01:00,8788.411,0.0,8.436,25.046,,,,,
2022-08-06 13:01:00,8884.406,0.0,8.433,24.713,,,,,
2022-08-06 13:01:00,8981.577000000001,0.0,8.43,24.449,,,,,
2022-08-06 13:01:00,9077.758,0.0,8.427999999999999,24.229,,,,,
2022-08-06 13:01:00,9172.23,0.0,8.429,24.013,,,,,
2022-08-06 13:01:00,9268.132,0.0,8.426,23.866,,,,,
2022-08-06 13:01:00,9364.142,0.0,8.425,23.72,,,,,
2022-08-06 13:01:00,9460.164,0.0,8.424,23.612,,,,,
2022-08-06 13:01:00,9556.233,0.0,8.422,23.52,,,,,
2022-08-06 13:01:00,9650.715,-1.0,7.476,24.969,7.585,12.945592553160507,28.61,30.16,1.0
2022-08-06 13:01:00,9747.06,-1.0,7.254,33.854,7.347,12.945592553160507,32.93,28.94,1.0
2022-08-06 13:01:00,9843.747,-1.0,7.027,41.092,7.132000000000001,12.953256553949068,33.07,28.82,1.0
2022-08-06 13:01:00,9940.861,-1.0,6.795,47.395,6.882000000000001,12.969871608470791,32.65,28.82,1.0
2022-08-06 13:01:00,10038.449,-1.0,6.537999999999999,52.8,6.617000000000001,12.97754487163409,32.1,28.87,1.0
2022-08-06 13:01:00,10136.169,-1.0,6.329,57.674,6.404,13.03456124296016,31.73,28.87,1.0
2022-08-06 13:01:00,10233.834,-1.0,6.095,62.672,6.162000000000001,13.023013762113775,31.33,28.97,1.0
2022-08-06 13:01:00,10329.92,0.0,5.492999999999999,66.736,,,,,
2022-08-06 13:01:00,10428.963,0.0,5.613,60.106,,,,,
2022-08-06 13:01:00,10526.639,0.0,5.65,55.152,,,,,
2022-08-06 13:01:00,10624.33,0.0,5.676,51.217,,,,,
2022-08-06 13:01:00,10722.075,0.0,5.696000000000001,47.406000000000006,,,,,
2022-08-06 13:01:00,10818.987,0.0,5.712000000000001,44.02,,,,,
2022-08-06 13:01:00,10914.805,0.0,5.725,41.83,,,,,
2022-08-06 13:01:00,11009.224,1.0,6.611000000000001,39.588,,,,,
2022-08-06 13:01:00,11105.463,1.0,6.894,37.463,,,,,
2022-08-06 13:01:00,11201.852,1.0,6.973,36.204,,,,,
2022-08-06 13:01:00,11298.274,1.0,7.045,35.031,,,,,
2022-08-06 13:01:00,11394.823,1.0,7.114,33.909,,,,,
2022-08-06 13:01:00,11491.207,1.0,7.183,33.121,,,,,
2022-08-06 13:01:00,11587.658,1.0,7.239,32.233000000000004,,,,,
2022-08-06 13:01:00,11684.065,1.0,7.284,31.559,,,,,
2022-08-06 13:01:00,11781.647,1.0,7.332000000000001,31.268,,,,,
2022-08-06 13:01:00,11878.108,1.0,7.382999999999999,30.772,,,,,
2022-08-06 13:01:00,11974.682,1.0,7.433,30.41,,,,,
2022-08-06 13:01:00,12071.111,1.0,7.483,30.096999999999998,,,,,
2022-08-06 13:01:00,12167.549,1.0,7.532999999999999,29.975,,,,,
2022-08-06 13:01:00,12263.96,1.0,7.588999999999999,29.915,,,,,
2022-08-06 13:01:00,12360.434,1.0,7.65,29.878,,,,,
2022-08-06 13:01:00,12456.863,1.0,7.713999999999999,29.68,,,,,
2022-08-06 13:01:00,12553.285,1.0,7.777,29.756999999999998,,,,,
2022-08-06 13:01:00,12649.736,1.0,7.838999999999999,29.6,,,,,
2022-08-06 13:01:00,12746.177,1.0,7.898,29.479,,,,,
2022-08-06 13:01:00,12842.644,1.0,7.952000000000001,29.546999999999997,,,,,
2022-08-06 13:01:00,12940.177,1.0,8.007,29.285999999999998,,,,,
2022-08-06 13:01:00,13037.466,1.0,8.068,29.256999999999998,,,,,
2022-08-06 13:01:00,13135.099,1.0,8.142999999999999,29.278000000000002,,,,,
2022-08-06 13:01:00,13232.465,1.0,8.229,29.180999999999997,,,,,
2022-08-06 13:01:00,13329.809,1.0,8.305,29.093000000000004,,,,,
2022-08-06 13:01:00,13427.085,1.0,8.355,29.133000000000003,,,,,
2022-08-06 13:01:00,13522.811,1.0,8.388,29.160999999999998,,,,,
2022-08-06 13:01:00,13620.085,1.0,8.418,29.318,,,,,
2022-08-06 13:01:00,13717.354,1.0,8.449,29.265,,,,,
2022-08-06 13:01:00,13814.631,1.0,8.496,29.274,,,,,
2022-08-06 13:01:00,13911.971,1.0,8.559,28.968000000000004,,,,,
2022-08-06 13:01:00,14007.602,1.0,8.623,28.715999999999998,,,,,
2022-08-06 13:01:00,14104.899,0.0,8.491,27.891,,,,,
2022-08-06 13:01:00,14202.177,0.0,8.465,27.131999999999998,,,,,
2022-08-06 13:01:00,14299.446,0.0,8.452,26.686999999999998,,,,,
2022-08-06 13:01:00,14396.533,0.0,8.443999999999999,26.067,,,,,
2022-08-06 13:01:00,14490.326,0.0,8.439,25.622,,,,,
2022-08-06 13:01:00,14586.732,0.0,8.435,  NAN,,,,,
2022-08-06 13:01:00,14683.391,-1.0,7.336,-66.619,7.432,12.95192664602278,30.77,26.11,1.0
2022-08-06 13:01:00,14780.731,-1.0,7.049,-66.541,7.247000000000001,12.950011379658326,32.62,27.88,1.0
2022-08-06 13:01:00,14878.106,-1.0,6.902,-58.250,6.996,12.960228128773002,32.56,28.29,1.0
2022-08-06 13:01:00,14975.499,-1.0,6.645,-56.195,6.745,12.999228961743906,31.85,28.35,1.0
2022-08-06 13:01:00,15072.943,-1.0,6.42,-56.235,6.497999999999999,13.01395672877367,31.52,28.47,1.0
2022-08-06 13:01:00,15170.367,-1.0,6.2170000000000005,-44.770,6.287000000000001,13.022927987308991,30.98,28.56,1.0
2022-08-06 13:01:00,15267.783,-1.0,5.797999999999999,-54.946,5.849,13.05115712258858,30.38,28.6,1.0
2022-08-06 13:01:00,15363.606,0.0,5.632000000000001,-88.741,,,,,
2022-08-06 13:01:00,15461.01,0.0,5.672000000000001,-67.341,,,,,
2022-08-06 13:01:00,15558.387,0.0,5.697,-44.148,,,,,
2022-08-06 13:01:00,15655.847,0.0,5.716,-55.540,,,,,
2022-08-06 13:01:00,15753.254,0.0,5.73,-56.879,,,,,
2022-08-06 13:01:00,15850.804,0.0,5.742000000000001,-48.965,,,,,
2022-08-06 13:01:00,15949.524,1.0,6.412999999999999,-48.186,,,,,
2022-08-06 13:01:00,16044.898,1.0,6.837999999999999,-43.056,,,,,
2022-08-06 13:01:00,16141.497,1.0,6.946000000000001,-44.587,,,,,
2022-08-06 13:01:00,16238.109,1.0,7.021,-44.011,,,,,
2022-08-06 13:01:00,16334.776,1.0,7.091,2.387,,,,,
2022-08-06 13:01:00,16431.488,1.0,7.1610000000000005,3.653,,,,,
2022-08-06 13:01:00,16528.092,1.0,7.223,3.251,,,,,
2022-08-06 13:01:00,16624.723,1.0,7.269,2.078,,,,,
2022-08-06 13:01:00,16721.33,1.0,7.315,1.481,,,,,
2022-08-06 13:01:00,16817.943,1.0,7.365,-0.246,,,,,
2022-08-06 13:01:00,16914.568,1.0,7.415,0.107,,,,,
2022-08-06 13:01:00,17011.193,1.0,7.463999999999999,-0.118,,,,,
2022-08-06 13:01:00,17107.83,1.0,7.513999999999999,29.705,,,,,
2022-08-06 13:01:00,17204.463,1.0,7.567,29.471,,,,,
2022-08-06 13:01:00,17301.069,1.0,7.627000000000001,29.314,,,,,
2022-08-06 13:01:00,17399.001,1.0,7.692,29.169,,,,,
2022-08-06 13:01:00,17495.624,1.0,7.756,29.153,,,,,
2022-08-06 13:01:00,17592.25,1.0,7.819,28.960,,,,,
2022-08-06 13:01:00,17688.892,1.0,7.879,28.856,,,,,
